,model,date,training_length,test_length,mae,msae,rho
71,naive_model,1,2880,960,19.583666666666662,645.2059426562499,0.5664802012666784
72,xgboost,1,2880,2880,17.636459097014534,601.7368094231986,0.7552542532757824
73,elastic_net,1,2880,2880,23.574387302495385,1000.0463353200092,0.7322759883157102
74,naive_model,1,2880,2880,21.985777777777777,891.6073985286458,0.7052758408740839
75,xgboost,1,5760,96,20.50837113380432,976.374790039804,0.906555247362106
76,elastic_net,1,5760,96,13.077410351249918,220.3175876646416,0.7758138903960933
77,naive_model,1,5760,96,21.95901041666667,742.9938052083335,0.8727753662506782
78,xgboost,1,5760,192,28.565847023328143,1532.2108211693858,0.7785057727476971
79,elastic_net,1,5760,192,13.75727024319221,232.94540864077112,0.7790962394102847
80,naive_model,1,5760,192,15.088255208333337,429.8722423177084,0.8564295499552399
81,xgboost,1,5760,384,32.06297278682391,1732.185364995952,0.8255561662867263
82,elastic_net,1,5760,384,14.324527776135604,252.2609133751821,0.7542972511130168
83,naive_model,1,5760,384,17.17358072916667,546.5983489257814,0.85664486923155
84,xgboost,1,5760,960,23.32010079685847,1028.6240640045664,0.8470087439472588
85,elastic_net,1,5760,960,16.610087867884936,413.2159482695913,0.8217133602535241
86,naive_model,1,5760,960,17.499536458333335,618.13157109375,0.8063464885806968
87,xgboost,1,5760,2880,24.768677439742618,1140.399334135225,0.844522660078445
88,elastic_net,1,5760,2880,20.63862337569671,734.8665351503082,0.8170979222654393
89,naive_model,1,5760,2880,24.00300173611111,1294.4190894184028,0.7244424239992592
90,xgboost,1,8640,96,21.11593736896912,685.3520805058215,0.9222170219582436
91,elastic_net,1,8640,96,14.428548536291268,304.1367639735652,0.8572097193608957
92,naive_model,1,8640,96,29.181614583333328,1127.423677734375,0.9520179089932248
93,xgboost,1,8640,192,16.4940344851464,488.8743372672762,0.9422179043579768
94,elastic_net,1,8640,192,17.021834851468345,415.1093220051279,0.8354957804034836
95,naive_model,1,8640,192,27.010390625,1052.669577408854,0.8364774195900956
96,xgboost,1,8640,384,18.174817845790336,591.7103628680871,0.9231770154607654
97,elastic_net,1,8640,384,16.588174419354086,394.28590290438905,0.8792920448911388
98,naive_model,1,8640,384,26.453541666666663,1005.6799076171876,0.8043667338871828
99,xgboost,1,8640,960,19.14186799900358,713.6267445227624,0.9176037167949151
100,elastic_net,1,8640,960,17.334704413446467,436.6804614253337,0.8192486889697914
101,naive_model,1,8640,960,22.974104166666667,1058.26714328125,0.8046770280308417
102,xgboost,1,8640,2880,19.67285886558642,849.2506653135493,0.8757170617970248
103,elastic_net,1,8640,2880,19.67057163875349,696.4608962171757,0.8071394120947541
104,naive_model,1,8640,2880,23.353282986111108,1204.7616141493056,0.782949766496498
105,xgboost,1,17280,96,54.27476611102622,10130.439206993944,0.9694684012929108
106,elastic_net,1,17280,96,13.019242717678509,216.40801294845323,0.8514514378730331
107,naive_model,1,17280,96,43.71484375,6058.970584244794,0.984749676991816
108,xgboost,1,17280,192,40.30882771156728,6007.7553133642805,0.936029160142689
109,elastic_net,1,17280,192,12.24401476413386,207.81388978846624,0.8366247999348941
110,naive_model,1,17280,192,40.90486979166667,5782.6383387369815,0.9177748672239578
111,xgboost,1,17280,384,26.200066265438995,3112.690921565411,0.9339986397444948
112,elastic_net,1,17280,384,14.163308984978306,300.1521956938206,0.8301931677489792
113,naive_model,1,17280,384,32.37971354166667,3529.84055279948,0.880506521191456
114,xgboost,1,17280,960,22.57380096049607,1650.810802334866,0.8750555197653888
115,elastic_net,1,17280,960,14.19101912274704,324.73076516692686,0.8404363407815342
116,naive_model,1,17280,960,25.43274479166667,1943.851921497396,0.7650476213130278
117,xgboost,1,17280,2880,15.38233525112023,737.3564907268178,0.8843993755200424
118,elastic_net,1,17280,2880,15.19929442322894,404.4013378022992,0.8137778646304358
119,naive_model,1,17280,2880,17.85771875,982.5200227647572,0.8235271560994833
120,xgboost,2,2880,96,9.076150334676106,120.70249013925913,0.9313697048628448
121,elastic_net,2,2880,96,23.71864351410027,687.5865675728909,0.1977353422940775
122,naive_model,2,2880,96,5.587447916666666,45.32007838541667,0.9537574606619644
123,xgboost,2,2880,192,15.143670194943743,487.1351176653768,0.7249363113507572
124,elastic_net,2,2880,192,19.593557321399015,507.798992221928,0.7093566743347356
125,naive_model,2,2880,192,11.668984375,476.8612079427083,0.8806326134513379
126,xgboost,2,2880,384,16.938524175484975,567.5803996267442,0.5789765587693532
127,elastic_net,2,2880,384,18.952893962098084,567.7117409558865,0.7587507959268867
128,naive_model,2,2880,384,16.074804687500002,568.7090921549479,0.6968477445863758
129,xgboost,2,2880,960,16.726299010912577,478.7940081163278,0.6698560994069122
130,elastic_net,2,2880,960,19.403238715961983,627.6531475417225,0.7175777082371835
131,naive_model,2,2880,960,21.077286458333333,715.5352824088543,0.5278268161138822
132,xgboost,2,2880,2880,18.504288214153718,703.406174203909,0.7225963167873112
133,elastic_net,2,2880,2880,24.751760379251387,1057.2079159557477,0.7228380753778461
134,naive_model,2,2880,2880,22.415953125,912.770898563368,0.7004725152435609
135,xgboost,2,5760,96,24.80405565897624,963.0017511918552,0.8910295610539394
136,elastic_net,2,5760,96,15.006154010219886,262.1366428606216,0.782189365165491
137,naive_model,2,5760,96,8.217500000000001,116.75067942708336,0.9343054801953338
138,xgboost,2,5760,192,36.38847433169683,1769.6989248159691,0.9021683633852636
139,elastic_net,2,5760,192,15.3129408164475,275.41318628167534,0.7542704937343242
140,naive_model,2,5760,192,17.068098958333334,587.6024711588542,0.896405270867808
141,xgboost,2,5760,384,27.86116742769877,1167.1010004793184,0.8836516643875751
142,elastic_net,2,5760,384,13.746500881984238,240.07780118043365,0.7472348392274525
143,naive_model,2,5760,384,14.9147265625,428.7482468098959,0.9000386558693226
144,xgboost,2,5760,960,21.87080161857605,833.6456131598874,0.8611653542227983
145,elastic_net,2,5760,960,17.043640610036153,448.746038260778,0.8315338102488852
146,naive_model,2,5760,960,15.828510416666669,549.2030171354165,0.81560299382031
147,xgboost,2,5760,2880,25.6148856373628,1168.5319919926428,0.8519023019209812
148,elastic_net,2,5760,2880,20.415721170556285,715.9416872562776,0.8208551062201879
149,naive_model,2,5760,2880,24.24375520833333,1307.233418502604,0.7275594159349701
150,xgboost,2,8640,96,13.690132251804071,342.12684042155905,0.9467633417304604
151,elastic_net,2,8640,96,19.519991834293872,520.5751295654112,0.8146595722360064
152,naive_model,2,8640,96,24.83916666666667,977.9154770833334,0.9283592234609472
153,xgboost,2,8640,192,14.850545332268814,339.4879443344933,0.9319482247353664
154,elastic_net,2,8640,192,17.54900913221075,444.3538181170846,0.8247884477476518
155,naive_model,2,8640,192,21.122994791666667,706.4770168619792,0.8863400152572717
156,xgboost,2,8640,384,20.186845850348472,869.2800172373423,0.9174233653438544
157,elastic_net,2,8640,384,20.08227514706129,594.2695479965447,0.8350940518997219
158,naive_model,2,8640,384,26.06760416666667,962.2667491536458,0.7830289930501826
159,xgboost,2,8640,960,18.26176770130048,657.4255255222449,0.906721969431746
160,elastic_net,2,8640,960,18.68159310631951,503.9813169134737,0.7882211803763075
161,naive_model,2,8640,960,22.15604166666667,1015.5454073567709,0.7950651388002408
162,xgboost,2,8640,2880,19.463328109280106,846.0702916951261,0.8725566018251479
163,elastic_net,2,8640,2880,20.00194460628253,730.0413922362062,0.8042127414111933
164,naive_model,2,8640,2880,23.33176909722222,1239.959750998264,0.7862454133266593
165,xgboost,2,17280,96,26.188685665130617,1448.9793806133769,0.8971301147192613
166,elastic_net,2,17280,96,11.410373592538122,198.03172472360052,0.8582067281606077
167,naive_model,2,17280,96,38.09489583333333,5506.306093229167,0.9145415084102008
168,xgboost,2,17280,192,21.57389937400818,995.5396708242675,0.906826765927944
169,elastic_net,2,17280,192,13.647750468160677,314.3312822743737,0.8203618804763585
170,naive_model,2,17280,192,32.88950520833333,3738.651151692709,0.88598615396296
171,xgboost,2,17280,384,21.639932268361253,838.2071771179358,0.9181318362692416
172,elastic_net,2,17280,384,14.377826077486985,308.6007036689119,0.8508294388282938
173,naive_model,2,17280,384,27.5420703125,2341.251628710938,0.8498366448365084
174,xgboost,2,17280,960,18.381014748573303,661.2117637910247,0.8507406177341278
175,elastic_net,2,17280,960,14.10972334535978,325.2528981127658,0.848066802362713
176,naive_model,2,17280,960,21.82716145833333,1346.87249203125,0.7559748974900253
177,xgboost,2,17280,2880,15.61967248116599,468.7658957426189,0.8664746288869147
178,elastic_net,2,17280,2880,15.204099405652103,405.507274825716,0.8149433105040621
179,naive_model,2,17280,2880,16.832559027777776,788.8080681640625,0.8199404153064623
180,xgboost,3,2880,96,19.476146167119342,804.9131999241996,0.6765110595639385
181,elastic_net,3,2880,96,18.24183341893617,420.6346255129015,0.7496659635682709
182,naive_model,3,2880,96,17.750520833333336,908.4023375,0.8592676996376716
183,xgboost,3,2880,192,16.939435269037883,589.5347405526135,0.6304021629696381
184,elastic_net,3,2880,192,15.010686192485608,312.7248117068895,0.8291352810607117
185,naive_model,3,2880,192,18.606979166666665,814.8669238281251,0.7060345960334518
186,xgboost,3,2880,384,17.66454419930776,677.8267096911385,0.5879935825065818
187,elastic_net,3,2880,384,21.98016304090908,884.6928681501805,0.6788568668648957
188,naive_model,3,2880,384,19.494973958333333,674.2172955729167,0.6390602280500818
189,xgboost,3,2880,960,17.15464879512787,509.8413305694573,0.6916544159404461
190,elastic_net,3,2880,960,19.34621306375731,653.9555466873601,0.751670085809402
191,naive_model,3,2880,960,22.95833333333333,803.7429759505208,0.530328496796896
192,xgboost,3,2880,2880,19.525702743106415,797.9302145760616,0.7100071634319036
193,elastic_net,3,2880,2880,23.359627235954072,986.7775078235094,0.7582445068418577
194,naive_model,3,2880,2880,22.50362152777777,915.1519185980904,0.7040838740976398
195,xgboost,3,5760,96,27.16510271787644,1127.784825474224,0.9546266948068411
196,elastic_net,3,5760,96,16.02886709954327,307.76049093761407,0.725998780751666
197,naive_model,3,5760,96,25.91869791666667,1058.454262890625,0.9352007596310362
198,xgboost,3,5760,192,22.175608019232754,788.4650262311139,0.8987180379446433
199,elastic_net,3,5760,192,15.829441244143752,304.3525122253379,0.7069939908156067
200,naive_model,3,5760,192,19.25890625,663.3244555338541,0.8949878604562843
201,xgboost,3,5760,384,18.64629404087861,625.07778815993,0.8811310719083315
202,elastic_net,3,5760,384,15.483802410467067,330.5175197268225,0.7791620706708479
203,naive_model,3,5760,384,18.274921875,548.5627666992187,0.8595498730279376
204,xgboost,3,5760,960,15.97746491352717,481.9684370235397,0.8679433031727997
205,elastic_net,3,5760,960,21.347401217931505,746.0843026657147,0.8185776222218782
206,naive_model,3,5760,960,15.76628125,547.7111605598958,0.8045162727341517
207,xgboost,3,5760,2880,22.782291813996103,1021.1123129110094,0.8623963811570992
208,elastic_net,3,5760,2880,21.187331472068216,757.4371264022169,0.8153915969538343
209,naive_model,3,5760,2880,24.797810763888886,1335.9389117578123,0.7208662038757576
210,xgboost,3,8640,96,11.885967644055684,204.7748809820898,0.8967222555729342
211,elastic_net,3,8640,96,13.822442249123696,302.54404645892686,0.8517720948497122
212,naive_model,3,8640,96,17.406822916666666,435.038556640625,0.8960255018990776
213,xgboost,3,8640,192,17.33969279559329,513.4930842727491,0.878929853707063
214,elastic_net,3,8640,192,15.939184909841996,374.3826806653113,0.9079783622668324
215,naive_model,3,8640,192,25.896692708333333,958.6902378255209,0.7700438108672653
216,xgboost,3,8640,384,18.955912706628443,750.9844219415991,0.935566372106875
217,elastic_net,3,8640,384,20.75483113111364,638.6316660842529,0.7910860572856291
218,naive_model,3,8640,384,33.54140625,1887.9784399088544,0.6959051366964385
219,xgboost,3,8640,960,18.57827605154862,606.9739279519375,0.9172927832543912
220,elastic_net,3,8640,960,18.577387179415727,510.3887125445973,0.7941584703600565
221,naive_model,3,8640,960,22.84221875,1056.0770002473955,0.7854137239198774
222,xgboost,3,8640,2880,18.68465983278263,749.4993108935213,0.8749467405904269
223,elastic_net,3,8640,2880,21.066188184581478,997.9131825530258,0.8122999103635171
224,naive_model,3,8640,2880,23.09743229166667,1226.7815789756944,0.7802212740953129
225,xgboost,3,17280,96,12.860144027074178,261.5038356611085,0.9179135882202054
226,elastic_net,3,17280,96,15.089952815950063,387.9325584287919,0.8708220293000543
227,naive_model,3,17280,96,27.684114583333336,1970.9962101562503,0.8711747151383614
228,xgboost,3,17280,192,13.133115753332774,237.204380005017,0.9328042266215
229,elastic_net,3,17280,192,15.730726044788373,370.0842791370756,0.8859588108130005
230,naive_model,3,17280,192,23.85455729166667,1277.042766861979,0.8560259067577134
231,xgboost,3,17280,384,18.23410814424356,506.4068357659227,0.8835051825758882
232,elastic_net,3,17280,384,16.33311215688595,414.60766921967314,0.8624569813023331
233,naive_model,3,17280,384,26.06233072916667,1386.553574446615,0.7547129444721012
234,xgboost,3,17280,960,15.131265844941138,396.8462792117086,0.8598181927869836
235,elastic_net,3,17280,960,14.03821153494969,319.13065225791183,0.8585435766875393
236,naive_model,3,17280,960,20.387015625000004,906.84259625,0.7436682332847458
237,xgboost,3,17280,2880,12.395579223872886,282.65393968555446,0.8777286238887912
238,elastic_net,3,17280,2880,15.063604019083066,401.0474230888315,0.8215512685893156
239,naive_model,3,17280,2880,15.87859375,609.0841568532986,0.8173859500402981
240,xgboost,4,2880,96,10.852352902094523,237.54265922037203,0.7059398102794865
241,elastic_net,4,2880,96,13.55591703154728,280.69381860255595,0.8830982094411286
242,naive_model,4,2880,96,19.4634375,721.3315101562501,0.7821648879754959
243,xgboost,4,2880,192,15.714649917284646,485.0591994015837,0.6117022884837043
244,elastic_net,4,2880,192,21.996202489690106,831.9477894128607,0.6152883650272633
245,naive_model,4,2880,192,20.480625,660.5569763671875,0.578236119411842
246,xgboost,4,2880,384,14.871917881965636,428.859119089135,0.683093941504067
247,elastic_net,4,2880,384,22.975316019229627,951.8140129422036,0.4911853924910797
248,naive_model,4,2880,384,21.401002604166667,638.0172942382814,0.6218688608198275
249,xgboost,4,2880,960,18.2052406984965,575.5334195922306,0.6811031268386704
250,elastic_net,4,2880,960,20.435126534380505,729.3629490523374,0.8018588062008367
251,naive_model,4,2880,960,22.62878125,751.8721441536459,0.5762002078769857
252,xgboost,4,2880,2880,20.30268863444858,893.6416318243079,0.6938093505811415
253,elastic_net,4,2880,2880,24.31209275928593,1081.443326327923,0.7548049212086649
254,naive_model,4,2880,2880,22.77589409722222,920.1536494444445,0.7052511139220158
255,xgboost,4,5760,96,13.391799600919086,294.1387759390676,0.8974859026751449
256,elastic_net,4,5760,96,15.385511546413287,291.7429056325261,0.6742223081370434
257,naive_model,4,5760,96,12.599114583333332,268.19464817708337,0.940246880086815
258,xgboost,4,5760,192,12.076654259761176,248.40939381213505,0.9192087164258
259,elastic_net,4,5760,192,12.760025763207238,213.17599931140384,0.7367426080787156
260,naive_model,4,5760,192,12.761354166666663,269.89402246093755,0.9400083417131316
261,xgboost,4,5760,384,17.038309459487596,569.4757015058618,0.8857172572798787
262,elastic_net,4,5760,384,15.775641024396869,362.16458337314754,0.7963162657296543
263,naive_model,4,5760,384,15.878463541666669,377.392102311198,0.8524964227674077
264,xgboost,4,5760,960,14.22380881436666,396.22385211986585,0.856886949418837
265,elastic_net,4,5760,960,22.579745597143805,816.9801976941847,0.8121004056475092
266,naive_model,4,5760,960,15.851036458333333,541.351553671875,0.7540197597726839
267,xgboost,4,5760,2880,20.95518914180332,860.0065724418487,0.8629306475855526
268,elastic_net,4,5760,2880,21.225670910912616,765.5516267757542,0.8174984753606106
269,naive_model,4,5760,2880,24.51408159722222,1315.1583882161458,0.7246527363381827
270,xgboost,4,8640,96,19.56549464950959,702.5274828988127,0.9046315768367896
271,elastic_net,4,8640,96,18.17288160634933,453.7092491878204,0.9217386021627436
272,naive_model,4,8640,96,34.386562500000004,1482.3419190104166,0.902183939229517
273,xgboost,4,8640,192,22.91517579086125,1094.2977480705322,0.9437056386047828
274,elastic_net,4,8640,192,23.8084028337246,816.0096394555089,0.7673727793792141
275,naive_model,4,8640,192,31.012213541666668,1218.0564814453126,0.7722604409068444
276,xgboost,4,8640,384,17.368239516802134,670.4317886002214,0.9572862314457472
277,elastic_net,4,8640,384,20.233986907724105,607.6521610964728,0.7909555752081041
278,naive_model,4,8640,384,30.82361979166667,1795.5886268554686,0.7165511229169753
279,xgboost,4,8640,960,17.29788835311929,568.6427245715788,0.9269262491872966
280,elastic_net,4,8640,960,20.325996507791025,623.2765935230883,0.7726717298900712
281,naive_model,4,8640,960,26.79665104166667,1435.6872281770834,0.7211782929254287
282,xgboost,4,8640,2880,19.04193912980581,791.6860873086339,0.8905644209784944
283,elastic_net,4,8640,2880,21.78589636233456,1057.5844731537045,0.8073925180018077
284,naive_model,4,8640,2880,23.525145833333333,1276.5897142447916,0.7715461186590437
285,xgboost,4,17280,96,7.118694803712425,98.13691734757089,0.954938396354716
286,elastic_net,4,17280,96,16.352580890674474,351.7427647399513,0.9594956228297472
287,naive_model,4,17280,96,20.025,583.0893235677083,0.8738363871333045
288,xgboost,4,17280,192,12.256887387942212,268.7820446394412,0.9514474998308045
289,elastic_net,4,17280,192,15.060955717816228,300.05918196911654,0.9592937980374452
290,naive_model,4,17280,192,22.19463541666667,943.8521057291669,0.8378174691410062
291,xgboost,4,17280,384,21.391964178880052,682.0231457570547,0.8207877141058263
292,elastic_net,4,17280,384,15.836624208244473,395.9486461089939,0.8380696368583036
293,naive_model,4,17280,384,28.365729166666668,1332.1401568684896,0.6232045101649933
294,xgboost,4,17280,960,15.28407786695411,406.65851735612057,0.8597545488382075
295,elastic_net,4,17280,960,14.552168521159077,336.3712870726829,0.8475271382917627
296,naive_model,4,17280,960,18.109598958333333,714.2678022656249,0.7632067608293319
297,xgboost,4,17280,2880,12.325956473881174,279.69180650325376,0.8721719902403504
298,elastic_net,4,17280,2880,15.107776493336829,404.66917039818736,0.8258935630478734
299,naive_model,4,17280,2880,15.832262152777778,585.7405689626736,0.810738802464567
300,xgboost,5,2880,96,21.95261924425761,622.9291596390873,0.5678250378271203
301,elastic_net,5,2880,96,30.11616136208097,1360.0900595858548,0.5101600651112317
302,naive_model,5,2880,96,21.4978125,599.782442578125,0.5614215952251763
303,xgboost,5,2880,192,17.07732147534688,510.97077037723966,0.6272526537562569
304,elastic_net,5,2880,192,29.12554361720724,1502.7640613643714,0.4711704788552286
305,naive_model,5,2880,192,20.38296875,533.5676673177084,0.5943065687456318
306,xgboost,5,2880,384,15.381019020080569,393.6549609236174,0.760690202805118
307,elastic_net,5,2880,384,23.240921768202668,963.3602575969136,0.5250242936947028
308,naive_model,5,2880,384,24.159375,763.6471114583334,0.4637666140023305
309,xgboost,5,2880,960,20.57499021434784,830.4914261189683,0.7081717632362909
310,elastic_net,5,2880,960,22.667889993032045,853.4840045870529,0.7849292462326207
311,naive_model,5,2880,960,22.278583333333334,736.1942819661458,0.6434953682843938
312,xgboost,5,2880,2880,21.59216583220164,1005.9058423466898,0.7306202981885417
313,elastic_net,5,2880,2880,24.718371114336698,1105.834444253037,0.7390501027528144
314,naive_model,5,2880,2880,22.54708333333333,905.0490873784722,0.714009661782602
315,xgboost,5,5760,96,10.225084020296734,179.32601302382682,0.9801953143132882
316,elastic_net,5,5760,96,9.894473433085889,131.75345798174305,0.8306294085729788
317,naive_model,5,5760,96,12.92359375,271.59339674479173,0.9625474769397722
318,xgboost,5,5760,192,15.253016922076544,456.9397234160173,0.9002279589061072
319,elastic_net,5,5760,192,15.19182101345664,355.91082172469606,0.8813969969888508
320,naive_model,5,5760,192,17.2909375,433.8010778645833,0.849443482972016
321,xgboost,5,5760,384,18.819220391114555,680.2138290603671,0.886809524427241
322,elastic_net,5,5760,384,17.19833824319667,442.65100654386623,0.842284599961982
323,naive_model,5,5760,384,22.107005208333334,920.0400458333332,0.7441925707270043
324,xgboost,5,5760,960,15.05484867954254,445.250066712254,0.8573091778181995
325,elastic_net,5,5760,960,24.3107053629363,932.8688635268944,0.7890049417143372
326,naive_model,5,5760,960,16.818057291666666,602.6141182161459,0.7395219422313869
327,xgboost,5,5760,2880,22.463226278622944,1014.7335543624544,0.8469673890200335
328,elastic_net,5,5760,2880,21.5694327501426,782.5850100650293,0.8214032781745227
329,naive_model,5,5760,2880,25.24032986111111,1355.6299639105905,0.7122773140842781
330,xgboost,5,8640,96,21.633676836416125,796.1189801157398,0.9572670577307784
331,elastic_net,5,8640,96,29.435602390461398,1183.8734896124708,0.6663433691374719
332,naive_model,5,8640,96,27.637864583333336,953.7710438802084,0.7171052631578948
333,xgboost,5,8640,192,17.46125270872862,537.7864822815179,0.9629830897441164
334,elastic_net,5,8640,192,24.64169321579403,854.2562476008993,0.6680453656687309
335,naive_model,5,8640,192,41.18611979166667,2817.2666419921875,0.6475409349663022
336,xgboost,5,8640,384,13.817712025928,348.5326864904148,0.954933842086643
337,elastic_net,5,8640,384,18.431429718743534,523.3593700778615,0.7531510149603046
338,naive_model,5,8640,384,25.324583333333337,1487.6370961588543,0.7694976776542212
339,xgboost,5,8640,960,15.819124715740482,422.3368799326558,0.9234328747035973
340,elastic_net,5,8640,960,19.22314382258416,586.8873852096775,0.7407041459747995
341,naive_model,5,8640,960,26.043494791666664,1401.1087672005208,0.7125965170841749
342,xgboost,5,8640,2880,17.58265551609256,673.0502759591171,0.8844101673350487
343,elastic_net,5,8640,2880,21.76999886840721,1049.8855789552958,0.7929339910930797
344,naive_model,5,8640,2880,23.628890625,1318.5020693185763,0.768413473333224
345,xgboost,5,17280,96,18.085128440558908,485.0247805530161,0.9114360781500048
346,elastic_net,5,17280,96,13.626592991114435,247.76727018043744,0.969482873847766
347,naive_model,5,17280,96,24.364270833333336,1304.6148878906251,0.853098283703504
348,xgboost,5,17280,192,22.848595024148626,738.3054669442818,0.8446116173505986
349,elastic_net,5,17280,192,16.753883119398655,453.1535030361261,0.8208856299151872
350,naive_model,5,17280,192,28.27010416666667,1496.06438203125,0.6582256160501426
351,xgboost,5,17280,384,19.45998895506064,626.6845216457889,0.7804698469976933
352,elastic_net,5,17280,384,15.593392226742717,413.0137656778013,0.8495154413525654
353,naive_model,5,17280,384,27.788138020833333,1293.558612565104,0.5933296383323106
354,xgboost,5,17280,960,15.055194398055477,401.7994122969769,0.8594858419513232
355,elastic_net,5,17280,960,14.548616552854066,342.86739509807194,0.8425573627360811
356,naive_model,5,17280,960,18.975072916666665,806.8853100520832,0.7484014961908578
357,xgboost,5,17280,2880,12.717607210406,295.4892033004293,0.8701267715056085
358,elastic_net,5,17280,2880,15.2518928359306,415.68229722429066,0.8252785148731713
359,naive_model,5,17280,2880,15.912888888888888,592.6093736588542,0.8109560685248954
360,xgboost,6,2880,96,11.193680645624797,227.11947732821093,0.8354576673544241
361,elastic_net,6,2880,96,28.264517489873924,1677.7426978437868,0.7457813347802497
362,naive_model,6,2880,96,19.268125,467.3528920572917,0.664532321951924
363,xgboost,6,2880,192,10.588221017519636,182.59924641841243,0.8907635619266753
364,elastic_net,6,2880,192,24.45236269176312,1097.143897459135,0.7167417193391749
365,naive_model,6,2880,192,22.32138020833333,615.4776121093751,0.6580131316256851
366,xgboost,6,2880,384,13.132502845923106,267.1921333556694,0.7524786167346289
367,elastic_net,6,2880,384,21.60009021092188,931.909499303881,0.5927092791772607
368,naive_model,6,2880,384,24.070026041666665,795.0967805013021,0.4007349283165223
369,xgboost,6,2880,960,19.60614446894328,771.1073544333597,0.718376387980862
370,elastic_net,6,2880,960,22.65172706634348,858.540651838482,0.8095286850764198
371,naive_model,6,2880,960,24.38328125,947.64846640625,0.6065102145745211
372,xgboost,6,2880,2880,22.115038237783644,1043.266238569705,0.7468705350858189
373,elastic_net,6,2880,2880,25.708187154661037,1177.8037061216403,0.7450992321052272
374,naive_model,6,2880,2880,22.26127604166667,894.1094525173611,0.7243048540822665
375,xgboost,6,5760,96,22.325817728042605,782.2519012448778,0.7957563357237993
376,elastic_net,6,5760,96,20.050118743718475,558.8561641328714,0.8800325556158438
377,naive_model,6,5760,96,21.65828125,596.008758984375,0.756945198046663
378,xgboost,6,5760,192,22.23504322886467,811.3742538837224,0.868014469414039
379,elastic_net,6,5760,192,18.47805205487481,489.9689875308307,0.8342633048961788
380,naive_model,6,5760,192,18.995572916666664,484.8901821614583,0.7405031554774235
381,xgboost,6,5760,384,17.739131197929385,578.2400659703318,0.858893696769435
382,elastic_net,6,5760,384,20.773406133464764,627.1679520270897,0.8600313475227794
383,naive_model,6,5760,384,22.19333333333333,914.4865501953124,0.6754210700460263
384,xgboost,6,5760,960,14.90780700469017,411.2990098128757,0.8423456273041067
385,elastic_net,6,5760,960,23.973347451883537,921.6184264915016,0.802658868973916
386,naive_model,6,5760,960,18.011609375,661.1067576692709,0.7001564475676902
387,xgboost,6,5760,2880,24.510353269206156,1195.4375110499966,0.8458057892143519
388,elastic_net,6,5760,2880,22.1417682161237,811.2996834343629,0.8152870430222732
389,naive_model,6,5760,2880,25.730805555555555,1378.3692188151042,0.7099890038521921
390,xgboost,6,8640,96,12.884316131273906,261.095131842189,0.948802477052393
391,elastic_net,6,8640,96,21.31256499740308,576.5576829873526,0.942186652197504
392,naive_model,6,8640,96,54.734375,4680.762240104166,0.7977482365708085
393,xgboost,6,8640,192,11.214531714022158,190.93061890067003,0.94445657916542
394,elastic_net,6,8640,192,16.841721414286052,384.766395722804,0.9122171961044953
395,naive_model,6,8640,192,30.635026041666663,2373.120772265625,0.7764577625261102
396,xgboost,6,8640,384,11.717418760210274,208.5262843463149,0.929359770189872
397,elastic_net,6,8640,384,15.537003950207891,329.25007303623937,0.8493986876707098
398,naive_model,6,8640,384,19.817044270833332,1260.5064060221357,0.8276336516730135
399,xgboost,6,8640,960,14.841003724050395,354.6752711383278,0.9123733226723912
400,elastic_net,6,8640,960,17.57607646572906,494.5430184177483,0.7502730979060985
401,naive_model,6,8640,960,24.877328125,1346.0199086848957,0.7263922046150542
402,xgboost,6,8640,2880,17.363462074708607,647.7118056357803,0.8731735328591061
403,elastic_net,6,8640,2880,21.551088437722065,1022.9722884357152,0.7964181792046648
404,naive_model,6,8640,2880,23.290385416666663,1308.400314344618,0.7761982245583817
405,xgboost,6,17280,96,20.409665139516196,602.8819463653376,0.9183767970867868
406,elastic_net,6,17280,96,19.978740455515297,665.6932196782805,0.7563890396093326
407,naive_model,6,17280,96,32.1759375,1687.5138761718747,0.803498635476937
408,xgboost,6,17280,192,22.208932983080548,738.5725055619536,0.6994744655868871
409,elastic_net,6,17280,192,16.75009918834642,495.8316359880932,0.8415484361012399
410,naive_model,6,17280,192,34.536822916666665,1720.4282080078126,0.5522141073845125
411,xgboost,6,17280,384,15.801857924461366,431.131107206577,0.7595954358871503
412,elastic_net,6,17280,384,14.665467075558183,385.53822296801326,0.8617125026034275
413,naive_model,6,17280,384,23.642096354166664,988.9336279622396,0.6422979168415751
414,xgboost,6,17280,960,13.755134514838456,342.1725602110526,0.8461142121882491
415,elastic_net,6,17280,960,14.53459351245598,342.3188947931108,0.8405946296724595
416,naive_model,6,17280,960,18.101776041666668,719.0451702083335,0.7588857383124281
417,xgboost,6,17280,2880,12.677238377741642,293.3477367520285,0.8684735419132299
418,elastic_net,6,17280,2880,15.24419680623312,415.7036333074439,0.8243587816161339
419,naive_model,6,17280,2880,16.218489583333334,614.5500206901041,0.8067373159444271
420,xgboost,7,2880,96,9.024792919158935,102.71394489106528,0.9042126405863894
421,elastic_net,7,2880,96,17.670118598497876,362.77593924150506,0.8777265328269126
422,naive_model,7,2880,96,25.374635416666667,763.6023321614584,0.8202401158392424
423,xgboost,7,2880,192,14.827547094027205,319.7378961697238,0.6963975755375308
424,elastic_net,7,2880,192,15.509110289952076,319.60473407340265,0.6201289233106367
425,naive_model,7,2880,192,27.93578125,993.7265555989584,0.2846847037881892
